Index,year,exposure,business.type,driver.age,driver.gender,marital.status,yrs.licensed,ncd.level,region,body.code,vehicle.age,vehicle.value,no.seats,cubic.cent,horse.power,weight,length,width,height,fuel.type,prior.claims,claim.count,claim.incurred
9472,2017,0.333333333,RB,57,Male,Married,3,6,8,D,8,10.925,2,1910,63,1280,4.159,1.714,1.82,Diesel,3,0,0
9473,2018,0.75,NB,47,Male,Married,4,3,6,H,10,6.6,2,1289,58,920,4.205,1.635,1.42,Gasoline,1,0,0
9474,2017,0.333333333,NB,47,Male,Married,4,3,6,H,10,6.6,2,1289,58,920,4.205,1.635,1.42,Gasoline,1,0,0
9475,2018,0.75,RB,57,Male,Married,2,6,8,A,1,22.25,5,1560,75,1422,4.38,2.112,1.875,Diesel,1,0,0
9476,2017,0.333333333,RB,57,Male,Married,2,6,8,A,1,22.25,5,1560,75,1422,4.38,2.112,1.875,Diesel,1,0,0
9477,2017,0.75,NB,55,Male,Married,3,3,12,C,2,16,5,1948,90,1760,4.91,1.81,1.755,Diesel,1,0,0
9478,2018,0.333333333,NB,55,Male,Married,3,3,12,C,2,16,5,1948,90,1760,4.91,1.81,1.755,Diesel,1,0,0
9479,2017,0.75,NB,46,Male,Married,2,3,8,A,1,19.25,5,1461,70,1205,4.45,1.993,1.64,Diesel,0,0,0
9480,2018,0.333333333,NB,46,Male,Married,2,3,8,A,1,19.25,5,1461,70,1205,4.45,1.993,1.64,Diesel,0,0,0
9481,2017,0.75,RB,36,Female,Married,5,5,31,A,5,21,5,1248,70,1285,4.322,1.684,1.801,Diesel,1,0,0
9482,2018,0.333333333,RB,36,Female,Married,5,5,31,A,5,21,5,1248,70,1285,4.322,1.684,1.801,Diesel,1,0,0
9483,2017,0.75,NB,45,Male,Married,1,1,25,D,1,25.2,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
9484,2018,0.333333333,NB,45,Male,Married,1,1,25,D,1,25.2,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
9485,2017,0.75,NB,46,Male,Married,2,1,6,D,3,14.1,2,1368,77,1190,4.253,1.722,1.831,Gasoline,0,0,0
9486,2018,0.333333333,NB,46,Male,Married,2,1,6,D,3,14.1,2,1368,77,1190,4.253,1.722,1.831,Gasoline,0,0,0
9487,2017,0.75,RB,51,Male,Married,4,6,8,E,4,19.65,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9488,2018,0.333333333,RB,51,Male,Married,4,6,8,E,4,19.65,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9489,2017,0.75,NB,60,Male,Married,2,3,8,E,2,22,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,0,0
9490,2018,0.333333333,NB,60,Male,Married,2,3,8,E,2,22,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,0,0
9491,2017,0.75,RB,47,Male,Married,3,3,23,A,4,16.85,5,1867,71,1240,4.137,1.724,1.819,Diesel,1,0,0
9492,2018,0.333333333,RB,47,Male,Married,3,3,23,A,4,16.85,5,1867,71,1240,4.137,1.724,1.819,Diesel,1,0,0
9493,2018,0.75,NB,33,Male,Married,1,1,8,B,2,22,3,2476,94,1670,4.795,1.74,1.965,Diesel,0,1,763.73
9494,2017,0.333333333,NB,33,Male,Married,1,1,8,B,2,22,3,2476,94,1670,4.795,1.74,1.965,Diesel,0,0,0
9495,2017,0.75,NB,57,Male,Married,1,1,37,E,1,26,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9496,2018,0.333333333,NB,57,Male,Married,1,1,37,E,1,26,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9497,2017,0.75,NB,38,Male,Married,5,6,37,B,6,13.8,3,2476,100,1785,5.415,1.82,1.9,Diesel,0,0,0
9498,2018,0.333333333,NB,38,Male,Married,5,6,37,B,6,13.8,3,2476,100,1785,5.415,1.82,1.9,Diesel,0,0,0
9499,2018,0.75,NB,46,Male,Married,1,1,37,A,4,16.85,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,1,114.06
9500,2017,0.333333333,NB,46,Male,Married,1,1,37,A,4,16.85,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
9501,2018,0.75,NB,61,Male,Married,4,3,23,E,3,15.65,5,1368,77,1240,4.253,1.722,1.831,LPG,2,2,1664.43
9502,2017,0.333333333,NB,61,Male,Married,4,3,23,E,3,15.65,5,1368,77,1240,4.253,1.722,1.831,LPG,2,0,0
9503,2018,0.75,RB,54,Male,Married,4,4,6,E,0,34.5,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
9504,2017,0.333333333,RB,54,Male,Married,4,4,6,E,0,34.5,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
9505,2018,0.75,RB,28,Male,Married,4,6,8,F,6,14.1,3,2476,94,1440,4.795,1.74,1.965,Diesel,1,0,0
9506,2017,0.333333333,RB,28,Male,Married,4,6,8,F,6,14.1,3,2476,94,1440,4.795,1.74,1.965,Diesel,1,0,0
9507,2018,0.75,NB,36,Male,Married,3,1,12,A,0,32.8,5,1560,92,1422,4.38,1.81,1.84,Diesel,0,0,0
9508,2017,0.333333333,NB,36,Male,Married,3,1,12,A,0,32.8,5,1560,92,1422,4.38,1.81,1.84,Diesel,0,0,0
9509,2018,0.666666667,NB,65,Male,Married,3,3,12,A,1,26.45,5,1560,92,1422,4.38,1.81,1.84,Diesel,2,0,0
9510,2017,0.25,NB,65,Male,Married,3,3,12,A,1,26.45,5,1560,92,1422,4.38,1.81,1.84,Diesel,2,0,0
9511,2017,0.75,NB,58,Female,Married,3,4,8,A,4,16.85,5,1867,71,1240,4.137,1.724,1.819,Diesel,1,0,0
9512,2018,0.333333333,NB,58,Female,Married,3,4,8,A,4,16.85,5,1867,71,1240,4.137,1.724,1.819,Diesel,1,0,0
9513,2017,0.75,NB,33,Male,Married,2,6,6,A,0,31.366,4,1398,70,1190,3.864,1.716,1.721,Diesel,1,0,0
9514,2018,0.083333333,NB,33,Male,Married,2,1,6,A,0,31.366,4,1398,70,1190,3.864,1.716,1.721,Diesel,1,1,128.44
9515,2017,0.333333333,NB,33,Male,Married,2,6,6,A,0,31.366,4,1398,70,1190,3.864,1.716,1.721,Diesel,1,0,0
9516,2018,0.75,NB,46,Male,Married,1,1,37,A,2,32.55,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
9517,2017,0.333333333,NB,46,Male,Married,1,1,37,A,2,32.55,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
9518,2018,0.666666667,NB,59,Male,Married,2,3,6,D,1,22.8,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
9519,2018,0.416666667,NB,59,Male,Married,2,3,6,D,1,22.8,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
9520,2017,0.75,NB,74,Male,Widow,1,1,8,E,2,19.55,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,1,620.71
9521,2018,0.333333333,NB,74,Male,Widow,1,1,8,E,2,19.55,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9522,2018,0.666666667,RB,47,Male,Married,4,6,6,A,6,15.4,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
9523,2017,0.416666667,RB,47,Male,Married,4,6,6,A,6,15.4,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
9524,2018,0.666666667,NB,47,Female,Married,6,6,12,C,5,13.852,5,2417,90,2050,5.47,2.098,2.12,Diesel,0,0,0
9525,2017,0.416666667,NB,47,Female,Married,6,6,12,C,5,13.852,5,2417,90,2050,5.47,2.098,2.12,Diesel,0,0,0
9526,2018,0.666666667,RB,52,Male,Married,3,5,8,B,5,16.1,3,2476,94,1670,4.795,1.74,1.965,Diesel,1,0,0
9527,2017,0.416666667,RB,52,Male,Married,3,5,8,B,5,16.1,3,2476,94,1670,4.795,1.74,1.965,Diesel,1,0,0
9528,2018,0.666666667,RB,42,Female,Married,4,6,8,A,3,22.8,5,1753,90,1485,4.297,1.795,1.814,Diesel,1,0,0
9529,2017,0.416666667,RB,42,Female,Married,4,6,8,A,3,22.8,5,1753,90,1485,4.297,1.795,1.814,Diesel,1,0,0
9530,2018,0.5,NB,28,Male,Married,2,3,37,B,1,25.7,3,2476,94,1670,4.795,1.74,1.965,Diesel,0,0,0
9531,2017,0.25,RB,28,Male,Married,2,3,37,D,4,14.15,2,1461,70,1075,4.035,1.663,1.845,Diesel,0,0,0
9532,2018,0.166666667,NB,28,Male,Married,2,3,37,B,1,25.7,3,2476,94,1670,4.795,1.74,1.965,Diesel,0,0,0
9533,2017,0.666666667,NB,34,Male,Married,3,1,31,D,6,10.25,2,1242,65,1210,4.159,1.714,1.82,Gasoline,2,0,0
9534,2018,0.416666667,NB,34,Male,Married,3,1,31,D,6,10.25,2,1242,65,1210,4.159,1.714,1.82,Gasoline,2,0,0
9535,2017,0.166666667,NB,61,Male,Married,4,5,37,A,0,34.34,5,1248,90,1350,4.39,1.832,1.845,Diesel,1,0,0
9536,2017,0.666666667,NB,35,Male,Married,4,6,12,D,6,10.25,2,1242,65,1210,4.159,1.714,1.82,Gasoline,0,0,0
9537,2018,0.083333333,RB,35,Male,Married,4,6,26,D,6,10.25,2,1242,65,1210,4.159,1.714,1.82,Gasoline,0,0,0
9538,2017,0.416666667,NB,35,Male,Married,4,6,12,D,6,10.25,2,1242,65,1210,4.159,1.714,1.82,Gasoline,0,0,0
9539,2018,0.666666667,RB,40,Male,Married,5,6,24,D,6,11.25,2,1461,70,1075,4.035,1.663,1.845,Diesel,0,0,0
9540,2017,0.416666667,RB,40,Male,Married,5,6,24,D,6,11.25,2,1461,70,1075,4.035,1.663,1.845,Diesel,0,0,0
9541,2018,0.666666667,NB,50,Male,Widow,3,4,23,A,4,17,5,1753,75,1400,4.278,1.795,1.739,Diesel,2,0,0
9542,2017,0.416666667,NB,50,Male,Widow,3,4,23,A,4,17,5,1753,75,1400,4.278,1.795,1.739,Diesel,2,1,3837.73
9543,2018,0.666666667,NB,66,Male,Married,1,1,6,A,4,16.5,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
9544,2017,0.416666667,NB,66,Male,Married,1,1,6,A,4,16.5,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
9545,2018,0.666666667,NB,30,Female,Married,1,1,6,E,1,27.75,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9546,2017,0.416666667,NB,30,Female,Married,1,1,6,E,1,27.75,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,2,2625.6
9547,2018,0.666666667,NB,27,Male,Single,2,3,37,A,3,28.4,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
9548,2017,0.416666667,NB,27,Male,Single,2,3,37,A,3,28.4,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
9549,2018,0.666666667,NB,54,Male,Married,4,1,8,D,5,12.2,2,1461,70,1075,4.035,1.663,1.845,Diesel,5,1,158.88
9550,2017,0.416666667,NB,54,Male,Married,4,1,8,D,5,12.2,2,1461,70,1075,4.035,1.663,1.845,Diesel,5,0,0
9551,2017,0.666666667,NB,41,Female,Married,2,3,8,A,4,19.9,5,1868,70,1190,4.137,1.724,1.819,Diesel,0,0,0
9552,2018,0.416666667,NB,41,Female,Married,2,3,8,A,4,19.9,5,1868,70,1190,4.137,1.724,1.819,Diesel,0,0,0
9553,2017,0.666666667,NB,41,Male,Married,5,4,8,F,4,16.5,3,2476,94,1440,4.795,1.74,1.965,Diesel,1,1,585.79
9554,2018,0.416666667,NB,41,Male,Married,5,4,8,F,4,16.5,3,2476,94,1440,4.795,1.74,1.965,Diesel,1,0,0
9555,2017,0.583333333,NB,23,Female,Married,3,4,12,D,5,12.2,2,1248,70,1040,3.764,1.618,1.456,Diesel,0,0,0
9556,2018,0.5,NB,23,Female,Married,3,4,12,D,5,12.2,2,1248,70,1040,3.764,1.618,1.456,Diesel,0,0,0
9557,2017,0.666666667,NB,34,Male,Married,2,5,8,A,5,16.25,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
9558,2018,0.416666667,NB,34,Male,Married,2,5,8,A,5,16.25,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
9559,2017,0.666666667,NB,41,Male,Married,1,6,8,B,6,14.7,3,2476,94,1670,4.795,1.74,1.965,Diesel,1,0,0
9560,2018,0.416666667,NB,41,Male,Married,1,6,8,B,6,14.7,3,2476,94,1670,4.795,1.74,1.965,Diesel,1,0,0
9561,2017,0.666666667,NB,38,Male,Married,1,4,6,D,2,26.7,6,2497,170,2004,5.125,1.92,1.935,Diesel,0,0,0
9562,2017,0.416666667,NB,38,Male,Married,1,4,6,D,2,26.7,6,2497,170,2004,5.125,1.92,1.935,Diesel,0,0,0
9563,2018,0.666666667,NB,45,Male,Married,1,1,12,D,7,12.05,2,1870,80,1080,4.035,1.663,1.845,Diesel,0,1,2247.68
9564,2017,0.416666667,NB,45,Male,Married,1,1,12,D,7,12.05,2,1870,80,1080,4.035,1.663,1.845,Diesel,0,0,0
9565,2018,0.666666667,NB,46,Female,Married,3,3,6,D,5,9.95,2,1242,65,1210,4.159,1.714,1.82,Gasoline,1,0,0
9566,2017,0.416666667,NB,46,Female,Married,3,3,6,D,5,9.95,2,1242,65,1210,4.159,1.714,1.82,Gasoline,1,0,0
9567,2018,0.666666667,NB,48,Male,Married,5,6,8,E,5,16.3,2,1868,70,1175,4.137,1.724,1.815,Diesel,3,0,0
9568,2017,0.416666667,NB,48,Male,Married,5,6,8,E,5,16.3,2,1868,70,1175,4.137,1.724,1.815,Diesel,3,1,610.64
9569,2018,0.583333333,NB,38,Male,Married,2,3,6,A,1,20.25,3,1398,70,1090,3.864,1.816,1.721,Diesel,1,0,0
9570,2017,0.5,NB,38,Male,Married,2,3,6,A,1,20.25,3,1398,70,1090,3.864,1.816,1.721,Diesel,1,0,0
9571,2018,0.666666667,NB,61,Male,Married,2,1,8,D,0,27.1,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,1,77.74
9572,2017,0.416666667,NB,61,Male,Married,2,1,8,D,0,27.1,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
9573,2018,0.583333333,RB,37,Male,Married,5,5,8,E,5,17.713,2,2477,75,1370,4.81,1.69,1.97,Diesel,1,0,0
9574,2017,0.5,RB,37,Male,Married,5,5,8,E,5,17.713,2,2477,75,1370,4.81,1.69,1.97,Diesel,1,0,0
9575,2018,0.583333333,NB,57,Male,Married,3,1,8,E,1,27.75,2,1248,75,1190,3.864,1.716,1.721,Diesel,3,0,0
9576,2017,0.5,NB,57,Male,Married,3,1,8,E,1,27.75,2,1248,75,1190,3.864,1.716,1.721,Diesel,3,0,0
9577,2017,0.583333333,NB,45,Male,Married,1,3,6,E,1,26,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,1,2415.72
9578,2018,0.5,NB,45,Male,Married,1,3,6,E,1,26,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9579,2017,0.583333333,NB,26,Male,Married,3,4,12,C,2,17.3,5,1948,90,1760,4.91,1.81,1.755,Diesel,0,0,0
9580,2018,0.5,NB,26,Male,Married,3,4,12,C,2,17.3,5,1948,90,1760,4.91,1.81,1.755,Diesel,0,0,0
9581,2017,0.583333333,NB,30,Male,Married,1,1,8,E,4,15.9,5,1368,77,1240,4.253,1.722,1.831,Diesel,0,0,0
9582,2018,0.5,NB,30,Male,Married,1,1,8,E,4,15.9,5,1368,77,1240,4.253,1.722,1.831,Diesel,0,0,0
9583,2017,0.583333333,NB,57,Male,Married,1,1,8,A,0,30.1,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
9584,2018,0.5,NB,57,Male,Married,1,1,8,A,0,30.1,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
9585,2017,0.583333333,NB,54,Male,Married,3,4,8,G,3,36.75,6,1896,105,1785,4.89,1.904,1.959,Diesel,1,0,0
9586,2018,0.5,NB,54,Male,Married,3,4,8,G,3,36.75,6,1896,105,1785,4.89,1.904,1.959,Diesel,1,0,0
9587,2017,0.583333333,NB,44,Female,Married,3,6,8,E,3,17.3,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9588,2018,0.5,NB,44,Female,Married,3,6,8,E,3,17.3,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9589,2017,0.583333333,RB,36,Male,Married,4,4,8,A,5,23.7,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
9590,2018,0.5,RB,36,Male,Married,4,4,8,A,5,23.7,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
9591,2017,0.583333333,NB,46,Male,Married,1,1,37,F,3,19.5,3,2476,94,1440,4.795,1.74,1.965,Diesel,1,0,0
9592,2018,0.5,NB,46,Male,Married,1,1,37,F,3,19.5,3,2476,94,1440,4.795,1.74,1.965,Diesel,1,0,0
9593,2017,0.583333333,NB,46,Male,Married,1,1,8,A,4,31.5,5,1896,105,1475,4.405,1.802,1.833,Diesel,0,0,0
9594,2018,0.5,NB,46,Male,Married,1,1,8,A,4,31.5,5,1896,105,1475,4.405,1.802,1.833,Diesel,0,0,0
9595,2017,0.583333333,RB,43,Male,Married,5,6,37,A,4,17.5,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
9596,2018,0.5,RB,43,Male,Married,5,6,37,A,4,17.5,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
9597,2017,0.583333333,NB,46,Male,Married,2,3,12,E,1,25.5,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9598,2018,0.5,NB,46,Male,Married,2,3,12,E,1,25.5,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,1,2386.88
9599,2017,0.583333333,RB,38,Male,Married,4,4,8,E,3,15.5,5,1368,77,1240,4.253,1.722,1.831,Diesel,1,0,0
9600,2018,0.5,RB,38,Male,Married,4,4,8,E,3,15.5,5,1368,77,1240,4.253,1.722,1.831,Diesel,1,0,0
9601,2017,0.583333333,NB,36,Male,Married,1,1,12,A,0,30.9,5,1560,90,1240,4.137,1.724,1.819,Diesel,0,1,10.46
9602,2018,0.5,NB,36,Male,Married,1,1,12,A,0,30.9,5,1560,90,1240,4.137,1.724,1.819,Diesel,0,0,0
9603,2018,0.583333333,NB,40,Male,Married,2,1,6,D,0,24.5,2,1461,70,1206,4.213,1.83,1.84,Diesel,2,0,0
9604,2017,0.5,NB,40,Male,Married,2,1,6,D,0,24.5,2,1461,70,1206,4.213,1.83,1.84,Diesel,2,0,0
9605,2018,0.333333333,NB,43,Male,Married,1,1,37,C,9,12.05,5,2499,143,1802,5.012,1.75,1.74,Diesel,0,0,0
9606,2018,0.583333333,NB,37,Male,Married,2,3,6,A,4,25.7,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
9607,2017,0.5,NB,37,Male,Married,2,3,6,A,4,25.7,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,1,934.07
9608,2018,0.583333333,NB,42,Male,Married,4,1,7,E,4,18.1,6,2476,100,1890,5.035,1.82,1.98,Diesel,2,0,0
9609,2017,0.5,NB,42,Male,Married,4,1,7,E,4,18.1,6,2476,100,1890,5.035,1.82,1.98,Diesel,2,0,0
9610,2017,0.583333333,NB,46,Male,Married,1,1,8,E,6,17,5,1910,105,1330,4.253,1.722,1.831,Diesel,0,2,470.27
9611,2018,0.5,NB,46,Male,Married,1,1,8,E,6,17,5,1910,105,1330,4.253,1.722,1.831,Diesel,0,0,0
9612,2017,0.583333333,RB,41,Male,Married,5,6,8,D,6,10.25,2,1242,65,1210,4.159,1.714,1.82,Gasoline,0,0,0
9613,2018,0.5,RB,41,Male,Married,5,6,8,D,6,10.25,2,1242,65,1210,4.159,1.714,1.82,Gasoline,0,0,0
9614,2017,0.583333333,NB,35,Male,Married,2,1,8,E,1,23.15,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,1,2165.05
9615,2018,0.5,NB,35,Male,Married,2,1,8,E,1,23.15,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,0,0
9616,2018,0.583333333,NB,34,Male,Married,1,1,37,D,5,15.95,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
9617,2017,0.5,NB,34,Male,Married,1,1,37,D,5,15.95,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
9618,2018,0.583333333,NB,51,Female,Married,2,3,8,D,6,25.2,3,1896,84,1740,4.89,1.904,1.959,Diesel,0,0,0
9619,2017,0.5,NB,51,Female,Married,2,3,8,D,6,25.2,3,1896,84,1740,4.89,1.904,1.959,Diesel,0,0,0
9620,2017,0.583333333,NB,38,Male,Married,3,4,12,E,4,19.65,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9621,2018,0.5,NB,38,Male,Married,3,4,12,E,4,19.65,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9622,2017,0.583333333,RB,53,Male,Married,3,3,24,A,6,14.45,5,1753,90,1485,4.297,1.795,1.814,Diesel,2,0,0
9623,2018,0.5,RB,53,Male,Married,3,3,24,A,6,14.45,5,1753,90,1485,4.297,1.795,1.814,Diesel,2,0,0
9624,2017,0.583333333,NB,57,Male,Married,4,3,28,E,1,24,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,0,0
9625,2018,0.5,NB,57,Male,Married,4,3,28,E,1,24,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,0,0
9626,2017,0.583333333,NB,33,Male,Married,3,1,37,A,1,26.15,5,1560,92,1422,4.38,1.81,1.84,Diesel,1,0,0
9627,2018,0.5,NB,33,Male,Married,3,1,37,A,1,26.15,5,1560,92,1422,4.38,1.81,1.84,Diesel,1,0,0
9628,2017,0.583333333,NB,35,Male,Married,4,1,8,E,4,19.1,2,1868,70,1175,4.137,1.724,1.815,Diesel,6,0,0
9629,2018,0.5,NB,35,Male,Married,4,1,8,E,4,19.1,2,1868,70,1175,4.137,1.724,1.815,Diesel,6,0,0
9630,2017,0.583333333,NB,45,Male,Married,1,1,12,A,1,21.25,3,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
9631,2018,0.5,NB,45,Male,Married,1,1,12,A,1,21.25,3,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
9632,2017,0.583333333,NB,42,Male,Married,1,1,23,D,5,12.1,2,1461,70,1075,4.035,1.663,1.845,Diesel,0,0,0
9633,2017,0.5,NB,42,Male,Married,1,1,23,D,5,12.1,2,1461,70,1075,4.035,1.663,1.845,Diesel,0,0,0
9634,2018,0.583333333,NB,34,Male,Married,2,3,11,E,1,26.9,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9635,2017,0.5,NB,34,Male,Married,2,3,11,E,1,26.9,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9636,2018,0.583333333,NB,29,Male,Married,1,1,37,A,1,21,3,1398,70,1090,3.864,1.816,1.721,Diesel,3,0,0
9637,2017,0.5,NB,29,Male,Married,1,1,37,A,1,21,3,1398,70,1090,3.864,1.816,1.721,Diesel,3,0,0
9638,2017,0.5,NB,57,Male,Married,2,6,11,D,1,24.75,2,2477,75,1370,4.81,1.69,1.97,Diesel,1,0,0
9639,2018,0.583333333,NB,57,Male,Married,2,6,11,D,1,24.75,2,2477,75,1370,4.81,1.69,1.97,Diesel,1,0,0
9640,2017,0.583333333,NB,60,Male,Married,4,1,8,A,0,31.65,5,1248,90,1350,4.39,1.832,1.845,LPG,3,0,0
9641,2017,0.5,NB,60,Male,Married,4,1,8,A,0,31.65,5,1248,90,1350,4.39,1.832,1.845,LPG,3,0,0
9642,2018,0.583333333,NB,47,Male,Married,1,3,6,A,2,23.45,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
9643,2017,0.5,NB,47,Male,Married,1,3,6,A,2,23.45,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
9644,2018,0.5,RB,47,Male,Married,2,6,6,A,6,21.7,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
9645,2017,0.583333333,RB,47,Male,Married,2,6,6,A,6,21.7,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
9646,2018,0.5,RB,47,Male,Married,4,5,6,D,3,19.5,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
9647,2017,0.583333333,RB,47,Male,Married,4,5,6,D,3,19.5,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,1,1429.8
9648,2018,0.5,RB,55,Male,Married,2,1,8,D,7,12.85,2,1868,70,1155,4.108,1.719,1.802,Diesel,4,1,2939.24
9649,2017,0.583333333,RB,55,Male,Married,2,1,8,D,7,12.85,2,1868,70,1155,4.108,1.719,1.802,Diesel,4,2,724.53
9650,2018,0.583333333,NB,54,Male,Married,3,4,8,A,2,18.4,4,1398,70,1190,3.864,1.716,1.721,Diesel,1,0,0
9651,2017,0.5,NB,54,Male,Married,3,4,8,A,2,18.4,4,1398,70,1190,3.864,1.716,1.721,Diesel,1,0,0
9652,2018,0.5,NB,34,Male,Married,1,1,23,E,0,30.5,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9653,2017,0.583333333,NB,34,Male,Married,1,1,23,E,0,30.5,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9654,2018,0.5,NB,55,Male,Married,3,3,9,A,2,18.6,5,1598,90,1165,4.45,1.993,1.64,Gasoline,4,0,0
9655,2017,0.583333333,NB,55,Male,Married,3,3,9,A,2,18.6,5,1598,90,1165,4.45,1.993,1.64,Gasoline,4,0,0
9656,2018,0.5,RB,42,Female,Married,5,6,24,D,6,13.95,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
9657,2017,0.583333333,RB,42,Female,Married,5,6,24,D,6,13.95,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,1,1764.3
9658,2018,0.5,RB,49,Male,Married,2,6,24,A,4,17,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
9659,2017,0.583333333,RB,49,Male,Married,2,6,24,A,4,17,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
9660,2018,0.5,NB,47,Male,Married,1,1,17,E,0,27.25,5,1368,77,1240,4.253,1.722,1.831,Diesel,0,0,0
9661,2017,0.583333333,NB,47,Male,Married,1,1,17,E,0,27.25,5,1368,77,1240,4.253,1.722,1.831,Diesel,0,0,0
9662,2018,0.5,RB,41,Male,Married,6,1,8,D,6,17.9,2,1910,105,1310,4.159,1.714,1.82,Diesel,3,0,0
9663,2017,0.583333333,RB,41,Male,Married,6,1,8,D,6,17.9,2,1910,105,1310,4.159,1.714,1.82,Diesel,3,1,161.53
9664,2018,0.5,NB,47,Male,Married,5,3,8,A,1,22.5,4,1398,70,1090,3.864,1.816,1.721,Diesel,2,0,0
9665,2017,0.583333333,NB,47,Male,Married,5,3,8,A,1,22.5,4,1398,70,1090,3.864,1.816,1.721,Diesel,2,1,64.35
9666,2018,0.5,NB,33,Male,Married,5,3,8,A,1,22.75,4,1398,70,1090,3.864,1.816,1.721,Diesel,1,0,0
9667,2017,0.583333333,NB,33,Male,Married,5,3,8,A,1,22.75,4,1398,70,1090,3.864,1.816,1.721,Diesel,1,0,0
9668,2018,0.5,NB,38,Male,Married,3,1,37,A,1,19.45,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,1,179.81
9669,2017,0.583333333,NB,38,Male,Married,3,1,37,A,1,19.45,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
9670,2018,0.5,NB,44,Female,Married,1,1,17,A,2,18.8,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
9671,2017,0.583333333,NB,44,Female,Married,1,1,17,A,2,18.8,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
